order_id,customer_id,order_date,product_id,product_name,category,price,quantity,payment_method,country,city,is_fraud,total_amount,log_amount,order_count,avg_spend_customer,std_spend_customer,day_of_week,is_weekend,rule_duplicate,rule_price_spike,rule_quantity,rule_payment,rule_geo,rule_known_fraud,rule_score,iso_score,cluster,kmeans_distance,prophet_score,autoencoder_score,iso_n,kmeans_n,prophet_n,ae_n,rule_n,final_score,is_anomaly
4241,C024,2026-02-01,P888,Headphones,1,194.4,2.0,1,5,0,0,388.8,5.96563378707346,8,397.875,15.479364143456092,6,1,0,0,0,0,0,0,0,-1,3,2.061340153316112,13892.009307429413,0.64167106,0.0,0.06050146633714839,0.16230740565209872,0.009745937,0.0,0.037908294641360384,False
6931,C173,2026-02-01,P101,Wireless Mouse,1,25.9,5.0,1,3,1,0,129.5,4.871373226762748,22,750.7272727272727,957.1357042570486,6,1,0,0,0,0,0,0,0,-1,3,1.8203060078055195,13892.009307429413,0.5355773,0.0,0.030916951728805174,0.16230740565209872,0.007408007,0.0,0.0316407023206356,False
4511,C100,2026-02-01,P309,Coffee Maker,3,122.4,3.0,0,5,0,0,367.20000000000005,5.908626268798978,8,361.8,11.957066051980688,6,1,0,0,0,0,0,0,0,-1,3,2.256095716961453,13892.009307429413,0.83751935,0.0,0.08440575095838473,0.16230740565209872,0.014061737,0.0,0.04333652157063411,False
8395,C148,2026-02-01,P101,Wireless Mouse,1,25.2,3.0,0,14,4,0,75.6,4.338597076746545,42,1288.4763177024704,3434.036763501072,6,1,0,0,0,0,0,0,0,1,3,3.442885075628117,13892.009307429413,0.79791296,0.9999999995,0.23007219603455423,0.16230740565209872,0.0131889535,0.0,0.3723388930245704,True
9183,C148,2026-02-01,P888,Headphones,1,202.5,2.0,1,5,0,0,405.0,6.0063531596017325,42,1288.4763177024704,3434.036763501072,6,1,0,0,0,0,1,0,1,-1,3,3.1356889006232214,13892.009307429413,0.704022,0.0,0.19236695843094634,0.16230740565209872,0.011119929,0.124999999984375,0.08948749194878966,False
11412,C071,2026-02-01,P101,Wireless Mouse,1,25.8,2.0,7,1,3,0,51.6,3.9627161197436642,22,176.50231710536676,407.9570440331701,6,1,0,0,0,0,0,0,0,-1,3,2.194618964389474,13892.009307429413,0.74789727,0.0,0.0768600985335531,0.16230740565209872,0.012086785,0.0,0.041531148434138174,False
7213,C109,2026-02-01,P512,Backpack,0,38.9,4.0,6,3,1,0,155.6,5.053694783556702,23,521.8217391304348,586.5804687543822,6,1,0,0,0,0,1,0,1,-1,3,2.1289794288094206,13892.009307429413,0.5903466,0.0,0.06880350640574769,0.16230740565209872,0.0086149275,0.124999999984375,0.06439905130194878,False
6760,C186,2026-02-01,P888,Headphones,1,194.7,2.0,1,3,1,0,389.4,5.967171854538938,15,301.1066666666667,114.8996299053263,6,1,0,0,0,0,0,0,0,-1,3,1.7650217370320704,13892.009307429413,0.5315136,0.0,0.024131364098289025,0.16230740565209872,0.0073184567,0.0,0.030270152212623372,False
11912,C126,2026-02-01,P309,Coffee Maker,3,114.8,5.0,0,3,1,1,574.0,6.354370040797351,29,201.00344827586204,230.02299959966524,6,1,0,0,0,0,1,1,4,-1,3,2.4469095953130418,13892.009307429413,0.8228153,0.0,0.10782623339504895,0.16230740565209872,0.013737713,0.4999999999375,0.1479720146486042,False
9929,C138,2026-02-01,P777,Smartphone,1,718.8,3.0,7,1,3,1,2156.3999999999996,7.676659071941328,7,6360.949646565617,11282.018521441087,6,1,0,0,0,0,0,1,3,1,1,3.9105594566051094,13892.009307429413,4.9521127,0.9999999995,0.28747451771247456,0.16230740565209872,0.10473276,0.374999999953125,0.47255092849799785,True
13557,C023,2026-02-01,P777,Smartphone,1,710.5,5.0,0,2,13,0,3552.5,8.17568831226695,36,2766.343595864568,8332.135469781308,6,1,0,1,0,0,1,0,3,1,1,3.8410254157379233,13892.009307429413,2.3488767,0.9999999995,0.27893991427089704,0.16230740565209872,0.047366686,0.374999999953125,0.4622390966536836,True
11020,C069,2026-02-01,P101,Wireless Mouse,1,26.8,3.0,1,1,3,0,80.4,4.399375273008495,14,240.78571428571428,168.7385864272027,6,1,0,0,0,0,0,0,0,-1,3,1.7043840091914653,13892.009307429413,0.59464103,0.0,0.016688693511858418,0.16230740565209872,0.008709562,0.0,0.028990283944978216,False
5849,C102,2026-02-01,P410,Desk Lamp,2,44.0,4.0,7,15,15,0,176.0,5.176149732573829,23,1465.4652173913041,1535.0946570188773,6,1,0,0,0,0,1,0,1,-1,3,2.9663899990089146,13892.009307429413,0.9946738,0.0,0.171587222774096,0.16230740565209872,0.017524863,0.124999999984375,0.0862922848453688,False
8686,C046,2026-02-01,P410,Desk Lamp,2,47.0,2.0,6,3,1,0,94.0,4.553876891600541,22,244.5090909090909,128.01224981967977,6,1,0,0,0,0,0,0,0,-1,3,1.7292448952499964,13892.009307429413,0.62148416,0.0,0.019740116973944816,0.16230740565209872,0.009301089,0.0,0.02968929760172426,False
7768,C042,2026-02-01,P888,Headphones,1,194.1,1.0,1,4,14,0,194.1,5.273512247629066,29,1154.0344827586207,1377.696984690616,6,1,0,0,0,0,0,0,0,-1,3,2.397126663043464,13892.009307429413,0.6451921,0.0,0.10171587967792065,0.16230740565209872,0.009823527,0.0,0.04616281593131448,False
6277,C102,2026-02-01,P777,Smartphone,1,693.7,5.0,0,2,13,0,3468.5,8.151765770339603,23,1465.4652173913041,1535.0946570188773,6,1,0,0,0,0,0,0,0,-1,2,3.309199264922502,13892.009307429413,1.3584161,0.0,0.21366360873099868,0.16230740565209872,0.025540452,0.0,0.07090990064785614,False
13256,C133,2026-02-01,P777,Smartphone,1,704.8,2.0,6,14,4,0,1409.6,7.251770424774079,7,1374.2857142857142,30.314981366283114,6,1,0,0,0,0,0,0,0,-1,2,3.526467392071139,13892.009307429413,1.2818261,0.0,0.24033108386378538,0.16230740565209872,0.023852682,0.0,0.07599023006800416,False
7615,C012,2026-02-01,P101,Wireless Mouse,1,24.7,1.0,0,4,14,0,24.7,3.246490991901174,23,323.6391304347826,294.4260745912452,6,1,0,0,0,0,0,0,0,-1,3,2.77023456106432,13892.009307429413,0.91483754,0.0,0.14751111767668446,0.16230740565209872,0.015765555,0.0,0.056213167756728105,False
6589,C165,2026-02-01,P101,Wireless Mouse,1,25.6,5.0,0,3,1,0,128.0,4.859812404361672,8,130.6875,3.65413171238101,6,1,0,0,0,0,0,0,0,-1,3,2.245578886295466,13892.009307429413,0.7955161,0.0,0.08311491587851555,0.16230740565209872,0.013136134,0.0,0.04293951414938982,False
11605,C107,2026-02-01,P101,Wireless Mouse,1,25.4,3.0,0,15,15,0,76.19999999999999,4.3463994570307305,21,458.30951313442614,441.5791595637452,6,1,0,0,0,0,1,0,1,-1,3,2.7911378338161783,13892.009307429413,0.8724919,0.0,0.15007678395097732,0.16230740565209872,0.014832407,0.124999999984375,0.08158632881343242,False
6120,C098,2026-02-01,P101,Wireless Mouse,1,27.2,5.0,6,15,15,1,136.0,4.919980925828125,23,251.18260869565216,111.97101756572349,6,1,0,0,0,0,1,1,4,-1,3,2.8418113653685086,13892.009307429413,1.0028272,0.0,0.15629644976343118,0.16230740565209872,0.017704535,0.4999999999375,0.15826108107935571,False
4019,C017,2026-02-01,P205,Running Shoes,4,82.0,2.0,1,4,14,0,164.0,5.10594547390058,8,163.65,5.097618491581574,6,1,0,0,0,0,0,0,0,-1,3,2.813976695681013,13892.009307429413,1.1187644,0.0,0.1528800243012058,0.16230740565209872,0.02025938,0.0,0.05796102289884078,False
4953,C074,2026-02-01,P101,Wireless Mouse,1,25.9,4.0,0,0,2,0,103.6,4.650143551630823,15,92.96000000000001,13.403453712702985,6,1,0,0,0,0,0,0,0,-1,3,2.003727220394119,13892.009307429413,0.6876188,0.0,0.053430058873074796,0.16230740565209872,0.010758461,0.0,0.03664589195344541,False
6392,C182,2026-02-01,P205,Running Shoes,4,79.0,1.0,1,2,13,0,79.0,4.382026634673881,8,80.7125,1.875737950019365,6,1,0,0,0,0,0,0,0,-1,3,3.068149659547768,13892.009307429413,1.2373866,0.0,0.1840771965799834,0.16230740565209872,0.022873392,0.0,0.06459255905967061,False
9018,C134,2026-02-01,P410,Desk Lamp,2,44.1,2.0,0,1,3,0,88.2,4.490881039585964,7,281.7757620768038,503.6927590349762,6,1,0,0,0,0,0,0,0,-1,3,2.1313908348740727,13892.009307429413,0.7710652,0.0,0.06909948222193432,0.16230740565209872,0.012597322,0.0,0.040055605731649256,False
9759,C048,2026-02-01,P101,Wireless Mouse,1,122.28059915414028,9.823662592826407,4,7,8,0,1201.2433477389282,7.0919445469662765,35,309.69906281204516,582.032225815382,6,1,0,0,0,1,1,0,2,-1,3,4.211219686078101,13892.009307429413,1.4822888,0.0,0.32437753380651857,0.16230740565209872,0.028270168,0.24999999996875,0.14346214302362367,False
13668,C027,2026-02-01,P888,Headphones,1,205.8,2.0,7,3,1,0,411.6,6.022478600637151,21,467.81666189671097,1025.2042192189558,6,1,0,0,0,0,1,0,1,-1,3,2.0200478530128336,13892.009307429413,0.579845,0.0,0.05543325220945023,0.16230740565209872,0.00838351,0.124999999984375,0.061690287742026936,False
6282,C019,2026-02-02,P512,Backpack,0,39.1,1.0,1,5,0,0,39.1,3.6913763343125234,29,535.6413793103449,866.9597859009715,0,0,0,0,0,0,0,0,0,-1,0,2.821923286656946,697.148163125803,0.70631444,0.0,0.15385538833652124,0.0034377694803077972,0.011170448,0.0,0.03296231032980467,False
6789,C023,2026-02-02,P101,Wireless Mouse,1,25.8,4.0,0,3,1,0,103.2,4.646312129319266,36,2766.343595864568,8332.135469781308,0,0,0,0,0,0,0,0,0,-1,1,3.877070765220868,697.148163125803,1.5320504,0.0,0.2833641180121638,0.0034377694803077972,0.029366735,0.0,0.06159349951608851,False
7283,C004,2026-02-02,P410,Desk Lamp,2,46.6,1.0,0,5,0,0,46.6,3.8628327612373745,22,244.95909090909092,157.06370760539573,0,0,0,0,0,0,1,0,1,-1,0,2.3312860454067614,697.148163125803,0.6290057,0.0,0.09363460675217346,0.0034377694803077972,0.009466836,0.124999999984375,0.045662612250267,False
8156,C115,2026-02-02,P410,Desk Lamp,2,217.898511274671,16.37277098804401,3,6,7,0,3567.602423735914,8.179929320181067,7,708.0146319622735,1260.9671070477118,0,0,0,1,1,1,1,0,5,1,2,7.182630228259684,697.148163125803,2.5822678,0.9999999995,0.6890882614353259,0.0034377694803077972,0.052509796,0.624999999921875,0.571209787297169,True
5854,C118,2026-02-02,P309,Coffee Maker,3,117.6,5.0,1,15,15,0,588.0,6.3784261836515865,22,1699.873253556797,1682.2243394337322,0,0,0,0,0,0,0,0,0,-1,0,3.536344916717484,697.148163125803,0.6936983,0.0,0.241543450566333,0.0034377694803077972,0.010892432,0.0,0.050458220479182185,False
7450,C108,2026-02-02,P101,Wireless Mouse,1,25.5,2.0,0,15,15,0,51.0,3.9512437185814275,21,421.00476190476195,433.0833100873208,0,0,0,0,0,0,1,0,1,-1,0,3.0594504329270085,697.148163125803,0.82323945,0.0,0.1830094540968677,0.0034377694803077972,0.01374706,0.124999999984375,0.06417961524587976,False
11418,C184,2026-02-02,P512,Backpack,0,41.7,5.0,7,0,2,0,208.5,5.344723739362192,15,349.72666666666663,144.4810144060787,0,0,0,0,0,0,1,0,1,-1,0,2.7799191163116883,697.148163125803,0.53627944,0.0,0.14869979932834065,0.0034377694803077972,0.0074234796,0.124999999984375,0.056369147267505006,False
4020,C083,2026-02-02,P101,Wireless Mouse,1,26.6,5.0,0,1,3,0,133.0,4.897839799950911,23,285.7335320386174,520.8770317020384,0,0,0,0,0,0,1,0,1,-1,0,2.153441548124666,697.148163125803,0.47055086,0.0,0.07180598526491459,0.0034377694803077972,0.0059750555,0.124999999984375,0.04077312080979296,False
8688,C187,2026-02-02,P101,Wireless Mouse,1,26.0,4.0,0,1,3,0,104.0,4.653960350157523,21,183.99453616346895,365.73554095389784,0,0,0,0,0,0,1,0,1,-1,0,1.9651517145445399,697.148163125803,0.45242807,0.0,0.04869530391164154,0.0034377694803077972,0.005575693,0.124999999984375,0.03609108024132457,False
9602,C080,2026-02-02,P205,Running Shoes,4,79.4,3.0,1,14,4,1,238.20000000000002,5.477300022076477,21,1708.3619047619047,1100.8145481761178,0,0,0,0,0,0,1,1,4,-1,0,3.1430468147885504,697.148163125803,0.87731016,0.0,0.1932700683146103,0.0034377694803077972,0.014938586,0.4999999999375,0.14141046703119453,False
9058,C077,2026-02-02,P777,Smartphone,1,667.3,4.0,1,14,4,0,2669.2,7.8899086549559945,22,1105.4227272727273,1150.084317791658,0,0,0,0,0,0,1,0,1,-1,2,2.235483199105172,697.148163125803,0.89524037,0.0,0.08187577192017792,0.0034377694803077972,0.015333703,0.124999999984375,0.04419087526768642,False
13565,C122,2026-02-02,P205,Running Shoes,4,78.7,3.0,7,1,3,0,236.10000000000002,5.46848199307136,7,238.84285714285716,2.2142396308568517,0,0,0,0,0,0,0,0,0,-1,0,2.978167898330954,697.148163125803,0.78917414,0.0,0.17303284133494493,0.0034377694803077972,0.01299638,0.0,0.03707169079149035,False
10018,C124,2026-02-02,P888,Headphones,1,192.6,3.0,6,5,0,1,577.8,6.360956994757329,15,380.11333333333334,220.44551275822806,0,0,0,0,0,0,1,1,4,-1,0,2.206950657870047,697.148163125803,0.36764532,0.0,0.0783736897517135,0.0034377694803077972,0.0037073828,0.4999999999375,0.11674651079572998,False
8408,C086,2026-02-02,P309,Coffee Maker,3,123.3,3.0,1,5,0,0,369.9,5.915932484495545,7,359.9142857142857,11.410145861093467,0,0,0,0,0,0,0,0,0,-1,0,2.4085596804000837,697.148163125803,0.6045937,0.0,0.10311916744981643,0.0034377694803077972,0.008928883,0.0,0.022478831345426897,False
9188,C048,2026-02-02,P101,Wireless Mouse,1,25.7,5.0,7,15,15,0,128.5,4.863680881139593,35,309.69906281204516,582.032225815382,0,0,0,0,0,0,1,0,1,-1,0,3.436882947649449,697.148163125803,0.7458958,0.0,0.22933549525512775,0.0034377694803077972,0.012042679,0.124999999984375,0.07318916635040472,False
12942,C098,2026-02-02,P205,Running Shoes,4,83.2,5.0,7,14,4,0,416.0,6.0330862217988015,23,251.18260869565216,111.97101756572349,0,0,0,0,0,0,1,0,1,-1,0,3.318347961809718,697.148163125803,0.7358672,0.0,0.2147865191640155,0.0034377694803077972,0.011821684,0.124999999984375,0.07024622198570737,False
13290,C174,2026-02-02,P512,Backpack,0,38.8,5.0,6,2,13,0,194.0,5.272999558563747,7,198.71428571428572,8.030448009799654,0,0,0,0,0,0,0,0,0,-1,0,2.939438625076794,697.148163125803,0.50433195,0.0,0.16827921297274315,0.0034377694803077972,0.0067194705,0.0,0.03517942861334339,False
4718,C189,2026-02-02,P309,Coffee Maker,3,118.3,3.0,1,0,2,0,354.9,5.874649792516147,44,258.8699385257898,819.0087298497457,0,0,0,0,0,0,1,0,1,-1,0,3.085697241924401,697.148163125803,0.8498894,0.0,0.1862309856461047,0.0034377694803077972,0.01433433,0.124999999984375,0.06491201209843103,False
4246,C168,2026-02-02,P309,Coffee Maker,3,115.8,3.0,0,3,1,0,347.4,5.853351244978348,15,474.67333333333335,126.92174454401122,0,0,0,0,0,0,0,0,0,-1,0,2.199086110300391,697.148163125803,0.5233875,0.0,0.07740839571849831,0.0034377694803077972,0.007139387,0.0,0.017068252720106782,False
12499,C135,2026-02-02,P101,Wireless Mouse,1,26.9,1.0,7,3,1,0,26.9,3.32862668882732,21,146.85251024079793,288.2621108832567,0,0,0,0,0,0,1,0,1,-1,0,2.6725248956814562,697.148163125803,0.8406432,0.0,0.13551824000048554,0.0034377694803077972,0.014130576,0.124999999984375,0.05473889975637604,False
11031,C019,2026-02-02,P101,Wireless Mouse,1,24.8,4.0,7,4,14,0,99.2,4.607168188650764,29,535.6413793103449,866.9597859009715,0,0,0,0,0,0,1,0,1,-1,0,2.436636819007962,697.148163125803,0.4285937,0.0,0.10656535353082024,0.0034377694803077972,0.0050504683,0.124999999984375,0.047586306387152236,False
11719,C058,2026-02-02,P512,Backpack,0,40.2,5.0,0,1,3,0,201.0,5.308267697401205,15,346.32666666666665,140.4002465741967,0,0,0,0,0,0,0,0,0,-1,0,2.588464663625966,697.148163125803,0.57954186,0.0,0.12520069284152052,0.0034377694803077972,0.008376829,0.0,0.02681232845912239,False
13758,C161,2026-02-02,P309,Coffee Maker,3,115.3,3.0,6,1,3,0,345.9,5.849036553975704,7,355.15714285714284,11.011033427560589,0,0,0,0,0,0,0,0,0,-1,0,2.4200097996680148,697.148163125803,0.5222745,0.0,0.1045245543091421,0.0034377694803077972,0.00711486,0.0,0.022487805364819848,False
10565,C056,2026-02-02,P205,Running Shoes,4,80.2,2.0,1,15,15,0,160.4,5.083885755835849,7,159.1142857142857,5.044940888794298,0,0,0,0,0,0,0,0,0,-1,0,3.592132037902136,697.148163125803,1.1370081,0.0,0.24839075802208194,0.0034377694803077972,0.020661406,0.0,0.05329302805244565,False
12658,C144,2026-02-02,P410,Desk Lamp,2,46.4,4.0,1,15,15,0,185.6,5.228967288413243,21,124.82256269353036,121.2916301296582,0,0,0,0,0,0,1,0,1,-1,0,2.775115588790964,697.148163125803,0.5751298,0.0,0.1481102146875114,0.0034377694803077972,0.008279604,0.124999999984375,0.05637964901216902,False
12328,C173,2026-02-02,P777,Smartphone,1,715.2,3.0,1,15,15,0,2145.6000000000004,7.671640474047424,22,750.7272727272727,957.1357042570486,0,0,0,0,0,0,1,0,1,-1,2,2.814457937389804,697.148163125803,1.0093591,0.0,0.15293909187577584,0.0034377694803077972,0.017848477,0.124999999984375,0.058780755402339596,False
8844,C082,2026-02-02,P888,Headphones,1,956.1791212053072,9.823662592826407,5,6,7,0,9393.181065026203,9.147845740940916,7,1854.9258664323147,3324.087004994732,0,0,0,1,0,1,1,0,4,1,2,5.0974803436903455,697.148163125803,2.2852774,0.9999999995,0.43315710657778406,0.0034377694803077972,0.045965184,0.4999999999375,0.4940418645697059,True
9762,C053,2026-02-02,P410,Desk Lamp,2,43.3,5.0,7,15,15,0,216.5,5.382198850528739,23,553.1739130434783,339.3640646554179,0,0,0,0,0,0,1,0,1,-1,0,3.099780740119623,697.148163125803,0.4839473,0.0,0.1879595932556635,0.0034377694803077972,0.006270265,0.124999999984375,0.06404812388598266,False
6172,C103,2026-02-02,P309,Coffee Maker,3,124.4,2.0,6,0,2,0,248.8,5.520660597691477,22,267.53636363636366,105.33303893322876,0,0,0,0,0,0,0,0,0,-1,0,2.229486782905502,697.148163125803,0.52286536,0.0,0.08113977220411676,0.0034377694803077972,0.007127881,0.0,0.017812802043669067,False
10820,C176,2026-02-02,P101,Wireless Mouse,1,25.4,3.0,1,3,1,0,76.19999999999999,4.3463994570307305,7,76.97142857142856,1.93538479009066,0,0,0,0,0,0,0,0,0,-1,0,2.2132636538867523,697.148163125803,0.596127,0.0,0.07914854645296218,0.0034377694803077972,0.008742306,0.0,0.017656720669858208,False
5665,C104,2026-02-02,P205,Running Shoes,4,77.5,1.0,6,3,1,0,77.5,4.363098624788362,31,134.1258064516129,68.95837859531373,0,0,0,0,0,0,1,0,1,-1,0,3.0208038448081247,697.148163125803,0.97432226,0.0,0.17826597450253986,0.0034377694803077972,0.017076386,0.124999999984375,0.06373031824024866,False
11937,C040,2026-02-02,P888,Headphones,1,207.3,4.0,6,1,3,0,829.2,6.721666635618939,7,796.1714285714286,27.86908169075034,0,0,0,0,0,0,0,0,0,-1,0,2.673013857043196,697.148163125803,0.40120596,0.0,0.1355782550847329,0.0034377694803077972,0.00444694,0.0,0.028298357490194274,False
8339,C093,2026-02-02,P777,Smartphone,1,713.1,3.0,0,4,14,0,2139.3,7.6687012851065175,7,2128.4142857142856,40.50174599411015,0,0,0,0,0,0,0,0,0,-1,2,2.916918400370927,697.148163125803,1.1385945,0.0,0.1655150821257109,0.0034377694803077972,0.020696364,0.0,0.03672313668492781,False
6947,C128,2026-02-02,P888,Headphones,1,207.6,3.0,7,4,14,0,622.8,6.435829804173703,8,604.0875,19.25412293510146,0,0,0,0,0,0,0,0,0,-1,0,2.7690060106992,697.148163125803,0.3792437,0.0,0.1473603254885196,0.0034377694803077972,0.00396297,0.0,0.030582176023998233,False
6608,C030,2026-02-02,P309,Coffee Maker,3,115.1,4.0,0,14,4,0,460.4,6.134265345739653,29,409.585649866673,537.3521404099826,0,0,0,0,0,0,0,0,0,-1,0,2.7956076256757796,697.148163125803,0.6648392,0.0,0.15062540589948387,0.0034377694803077972,0.01025648,0.0,0.03217921873563158,False
4537,C098,2026-02-02,P309,Coffee Maker,3,114.8,2.0,1,2,13,0,229.6,5.440684607834958,23,251.18260869565216,111.97101756572349,0,0,0,0,0,0,0,0,0,-1,0,2.217947762217379,697.148163125803,0.48748907,0.0,0.07972347359052992,0.0034377694803077972,0.0063483133,0.0,0.017412607146505145,False
5029,C036,2026-02-02,P410,Desk Lamp,2,45.6,5.0,6,4,14,0,228.0,5.43372200355424,15,1437.8733333333332,1338.25969691273,0,0,0,0,0,0,0,0,0,-1,0,2.506406433637504,697.148163125803,0.29172283,0.0,0.11512887127994947,0.0034377694803077972,0.0020343207,0.0,0.02384658781064713,False
7860,C034,2026-02-02,P512,Backpack,0,40.2,5.0,1,1,3,0,201.0,5.308267697401205,15,120.50666666666666,76.10756923748185,0,0,0,0,0,0,1,0,1,-1,0,2.4931421454520635,697.148163125803,0.53631186,0.0,0.11350081345121256,0.0034377694803077972,0.0074241944,0.124999999984375,0.04932945731059078,False
7639,C079,2026-02-02,P512,Backpack,0,38.1,1.0,7,15,15,0,38.1,3.66612246699132,7,39.385714285714286,1.1305287427107886,0,0,0,0,0,0,0,0,0,-1,0,3.845663807128963,697.148163125803,1.309889,0.0,0.27950923011441264,0.0034377694803077972,0.024471086,0.0,0.060088174319284614,False
6396,C058,2026-02-02,P309,Coffee Maker,3,114.1,4.0,0,1,3,0,456.4,6.125558281588681,15,346.32666666666665,140.4002465741967,0,0,0,0,0,0,0,0,0,-1,0,2.324968501998236,697.148163125803,0.50999683,0.0,0.09285919190436241,0.0034377694803077972,0.0068443045,0.0,0.020114149571352463,False
10375,C048,2026-02-02,P410,Desk Lamp,2,209.62388426424044,16.37277098804401,4,13,12,0,3432.123850682651,8.14122586932389,35,309.69906281204516,582.032225815382,0,0,0,1,1,1,1,0,5,1,2,7.391135810306724,697.148163125803,2.6379857,0.9999999995,0.7146802223789702,0.0034377694803077972,0.05373762,0.624999999921875,0.576512353181641,True
12333,C067,2026-02-03,P101,Wireless Mouse,1,27.3,4.0,1,2,13,0,109.2,4.702296896718814,15,114.0,8.138708216207988,1,0,0,0,0,0,1,0,1,-1,0,1.9266987469101446,8416.704190270746,0.34272006,0.0,0.04397558928239653,0.09638327637332476,0.0031581186,0.124999999984375,0.048726327119007797,False
